"","Host","Pathogen","PathogenType","Dataset"
"14007","Homo_sapiens","Nocardia_africana","Bacteria","Shaw"
"14008","Homo_sapiens","Nocardia_amamiensis","Bacteria","EID2"
"14009","Homo_sapiens","Nocardia_amikacinitolerans","Bacteria","Shaw"
"14010","Homo_sapiens","Nocardia_anaemiae","Bacteria","Shaw"
"14011","Homo_sapiens","Nocardia_aobensis","Bacteria","Shaw"
"14012","Homo_sapiens","Nocardia_araoensis","Bacteria","Shaw"
"14013","Homo_sapiens","Nocardia_arthritidis","Bacteria","Shaw"
"14014","Homo_sapiens","Nocardia_asiatica","Bacteria","Shaw"
"14015","Homo_sapiens","Nocardia_asteroides","Bacteria","EID2"
"14016","Homo_sapiens","Nocardia_asteroides","Bacteria","Shaw"
"14017","Homo_sapiens","Nocardia_beijingensis","Bacteria","EID2"
"14018","Homo_sapiens","Nocardia_beijingensis","Bacteria","Shaw"
"14019","Homo_sapiens","Nocardia_blacklockiae","Bacteria","Shaw"
"14020","Homo_sapiens","Nocardia_brasiliensis","Bacteria","EID2"
"14021","Homo_sapiens","Nocardia_brasiliensis","Bacteria","Shaw"
"14022","Homo_sapiens","Nocardia_concava","Bacteria","Shaw"
"14023","Homo_sapiens","Nocardia_cyriacigeorgica","Bacteria","EID2"
"14024","Homo_sapiens","Nocardia_cyriacigeorgica","Bacteria","Shaw"
"14025","Homo_sapiens","Nocardia_elegans","Bacteria","Shaw"
"14026","Homo_sapiens","Nocardia_exalbida","Bacteria","EID2"
"14027","Homo_sapiens","Nocardia_exalbida","Bacteria","Shaw"
"14028","Homo_sapiens","Nocardia_farcinica","Bacteria","EID2"
"14029","Homo_sapiens","Nocardia_farcinica","Bacteria","Shaw"
"14030","Homo_sapiens","Nocardia_flavorosea","Bacteria","EID2"
"14031","Homo_sapiens","Nocardia_harenae","Bacteria","Shaw"
"14032","Homo_sapiens","Nocardia_higoensis","Bacteria","Shaw"
"14033","Homo_sapiens","Nocardia_ignorata","Bacteria","Shaw"
"14034","Homo_sapiens","Nocardia_kroppenstedtii","Bacteria","Shaw"
"14035","Homo_sapiens","Nocardia_kruczakiae","Bacteria","Shaw"
"14036","Homo_sapiens","Nocardia_mexicana","Bacteria","Shaw"
"14037","Homo_sapiens","Nocardia_mikamii","Bacteria","Shaw"
"14038","Homo_sapiens","Nocardia_neocaledoniensis","Bacteria","Shaw"
"14039","Homo_sapiens","Nocardia_niigatensis","Bacteria","Shaw"
"14040","Homo_sapiens","Nocardia_niwae","Bacteria","Shaw"
"14041","Homo_sapiens","Nocardia_nova","Bacteria","EID2"
"14042","Homo_sapiens","Nocardia_nova","Bacteria","Shaw"
"14043","Homo_sapiens","Nocardia_otitidiscaviarum","Bacteria","EID2"
"14044","Homo_sapiens","Nocardia_otitidiscaviarum","Bacteria","Shaw"
"14045","Homo_sapiens","Nocardia_paucivorans","Bacteria","Shaw"
"14046","Homo_sapiens","Nocardia_pneumoniae","Bacteria","Shaw"
"14047","Homo_sapiens","Nocardia_pseudobrasiliensis","Bacteria","Shaw"
"14048","Homo_sapiens","Nocardia_takedensis","Bacteria","Shaw"
"14049","Homo_sapiens","Nocardia_terpenica","Bacteria","Shaw"
"14050","Homo_sapiens","Nocardia_transvalensis","Bacteria","Shaw"
"14051","Homo_sapiens","Nocardia_veterana","Bacteria","Shaw"
"14052","Homo_sapiens","Nocardia_wallacei","Bacteria","Shaw"
"14053","Homo_sapiens","Nocardia_yamanashiensis","Bacteria","Shaw"
"14054","Homo_sapiens","Nocardiopsis_dassonvillei","Bacteria","EID2"
"14055","Homo_sapiens","Nocardiopsis_dassonvillei","Bacteria","Shaw"
"14056","Homo_sapiens","Norwalk_virus","Virus","HP3"
"14057","Homo_sapiens","Norwalk_virus","Virus","EID2"
"14058","Homo_sapiens","Norwalk_virus","Virus","Shaw"
"14059","Homo_sapiens","Novosphingobium_aromaticivorans","Bacteria","EID2"
"14060","Homo_sapiens","Ntaya_virus","Virus","HP3"
"14061","Homo_sapiens","Ntaya_virus","Virus","Shaw"
"14062","Homo_sapiens","Nupapillomavirus_1","Virus","HP3"
"14063","Homo_sapiens","Nupapillomavirus_1","Virus","Shaw"
"14064","Homo_sapiens","Nyando_orthobunyavirus","Virus","Shaw"
"14065","Homo_sapiens","Nyando_virus","Virus","HP3"
"14066","Homo_sapiens","Ochrobactrum_anthropi","Bacteria","EID2"
"14067","Homo_sapiens","Ochrobactrum_anthropi","Bacteria","Shaw"
"14068","Homo_sapiens","Ochrobactrum_haematophilum","Bacteria","EID2"
"14069","Homo_sapiens","Ochrobactrum_intermedium","Bacteria","Shaw"
"14070","Homo_sapiens","Ochrobactrum_pseudintermedium","Bacteria","EID2"
"14071","Homo_sapiens","Ochrobactrum_pseudogrignonense","Bacteria","EID2"
"14072","Homo_sapiens","Ochroconis_humicola","Fungus","EID2"
"14073","Homo_sapiens","Odoribacter_splanchnicus","Bacteria","EID2"
"14074","Homo_sapiens","Odoribacter_splanchnicus","Bacteria","Shaw"
"14075","Homo_sapiens","Oerskovia_turbata","Bacteria","Shaw"
"14076","Homo_sapiens","Oesophagostomum_bifurcum","Helminth","EID2"
"14077","Homo_sapiens","Okadaella_gastrococcus","Bacteria","EID2"
"14078","Homo_sapiens","Okola_virus","Virus","HP3"
"14079","Homo_sapiens","Oligella_ureolytica","Bacteria","Shaw"
"14080","Homo_sapiens","Oligella_urethralis","Bacteria","EID2"
"14081","Homo_sapiens","Oligella_urethralis","Bacteria","Shaw"
"14082","Homo_sapiens","Olsenella_profusa","Bacteria","EID2"
"14083","Homo_sapiens","Olsenella_uli","Bacteria","EID2"
"14084","Homo_sapiens","Omsk_hemorrhagic_fever_virus","Virus","HP3"
"14085","Homo_sapiens","Omsk_hemorrhagic_fever_virus","Virus","EID2"
"14086","Homo_sapiens","Omsk_hemorrhagic_fever_virus","Virus","Shaw"
"14087","Homo_sapiens","Onchocerca_dewittei","Helminth","EID2"
"14088","Homo_sapiens","Onchocerca_lupi","Helminth","EID2"
"14089","Homo_sapiens","Onchocerca_volvulus","Helminth","EID2"
"14090","Homo_sapiens","Onyong-nyong_virus","Virus","HP3"
"14091","Homo_sapiens","Onyong-nyong_virus","Virus","Shaw"
"14092","Homo_sapiens","Opisthorchis_felineus","Helminth","EID2"
"14093","Homo_sapiens","Opisthorchis_viverrini","Helminth","EID2"
"14094","Homo_sapiens","Oran_virus","Virus","EID2"
"14095","Homo_sapiens","Orf_virus","Virus","HP3"
"14096","Homo_sapiens","Orf_virus","Virus","EID2"
"14097","Homo_sapiens","Orf_virus","Virus","Shaw"
"14098","Homo_sapiens","Oribacterium_sinus","Bacteria","EID2"
"14099","Homo_sapiens","Oriboca_orthobunyavirus","Virus","Shaw"
"14100","Homo_sapiens","Oriboca_virus","Virus","HP3"
"14101","Homo_sapiens","Oriboca_virus","Virus","EID2"
"14102","Homo_sapiens","Orientia_tsutsugamushi","Bacteria","EID2"
"14103","Homo_sapiens","Orientia_tsutsugamushi","Bacteria","Shaw"
"14104","Homo_sapiens","Oropouche_orthobunyavirus","Virus","Shaw"
"14105","Homo_sapiens","Oropouche_virus","Virus","HP3"
"14106","Homo_sapiens","Oropouche_virus","Virus","EID2"
"14107","Homo_sapiens","Orthohepevirus_A","Virus","Shaw"
"14108","Homo_sapiens","Orungo_virus","Virus","HP3"
"14109","Homo_sapiens","Orungo_virus","Virus","EID2"
"14110","Homo_sapiens","Orungo_virus","Virus","Shaw"
"14111","Homo_sapiens","Oscillibacter_ruminantium","Bacteria","Shaw"
"14112","Homo_sapiens","Ostertagia_ostertagi","Helminth","EID2"
"14113","Homo_sapiens","Ovatospora_brasiliensis","Fungus","EID2"
"14114","Homo_sapiens","Paenibacillus_alvei","Bacteria","EID2"
"14115","Homo_sapiens","Paenibacillus_alvei","Bacteria","Shaw"
"14116","Homo_sapiens","Paenibacillus_barengoltzii","Bacteria","EID2"
"14117","Homo_sapiens","Paenibacillus_cineris","Bacteria","Shaw"
"14118","Homo_sapiens","Paenibacillus_glucanolyticus","Bacteria","Shaw"
"14119","Homo_sapiens","Paenibacillus_larvae","Bacteria","Shaw"
"14120","Homo_sapiens","Paenibacillus_macerans","Bacteria","Shaw"
"14121","Homo_sapiens","Paenibacillus_pasadenensis","Bacteria","EID2"
"14122","Homo_sapiens","Paenibacillus_pasadenensis","Bacteria","Shaw"
"14123","Homo_sapiens","Paenibacillus_sputi","Bacteria","Shaw"
"14124","Homo_sapiens","Paenibacillus_thiaminolyticus","Bacteria","Shaw"
"14125","Homo_sapiens","Paeniclostridium_sordellii","Bacteria","EID2"
"14126","Homo_sapiens","Paeniclostridium_sordellii","Bacteria","Shaw"
"14127","Homo_sapiens","Palyam_virus","Virus","HP3"
"14128","Homo_sapiens","Palyam_virus","Virus","Shaw"
"14129","Homo_sapiens","Pandoraea_apista","Bacteria","Shaw"
"14130","Homo_sapiens","Pandoraea_pnomenusa","Bacteria","Shaw"
"14131","Homo_sapiens","Pandoraea_pulmonicola","Bacteria","Shaw"
"14132","Homo_sapiens","Pandoraea_sputorum","Bacteria","Shaw"
"14133","Homo_sapiens","Pantoea_agglomerans","Bacteria","EID2"
"14134","Homo_sapiens","Pantoea_agglomerans","Bacteria","Shaw"
"14135","Homo_sapiens","Pantoea_ananatis","Bacteria","Shaw"
"14136","Homo_sapiens","Pantoea_brenneri","Bacteria","EID2"
"14137","Homo_sapiens","Pantoea_conspicua","Bacteria","EID2"
"14138","Homo_sapiens","Pantoea_eucrina","Bacteria","EID2"
"14139","Homo_sapiens","Pantoea_septica","Bacteria","EID2"
"14140","Homo_sapiens","Papiine_betaherpesvirus_3","Virus","Shaw"
"14141","Homo_sapiens","Papiliotrema_laurentii","Fungus","EID2"
"14142","Homo_sapiens","Parabacteroides_distasonis","Bacteria","EID2"
"14143","Homo_sapiens","Parabacteroides_distasonis","Bacteria","Shaw"
"14144","Homo_sapiens","Parabacteroides_goldsteinii","Bacteria","Shaw"
"14145","Homo_sapiens","Parabacteroides_merdae","Bacteria","EID2"
"14146","Homo_sapiens","Parabacteroides_merdae","Bacteria","Shaw"
"14147","Homo_sapiens","Paraburkholderia_fungorum","Bacteria","EID2"
"14148","Homo_sapiens","Paraburkholderia_rhizoxinica","Bacteria","EID2"
"14149","Homo_sapiens","Paraburkholderia_tropica","Bacteria","EID2"
"14150","Homo_sapiens","Paracapillaria_philippinensis","Helminth","EID2"
"14151","Homo_sapiens","Parachlamydia_acanthamoebae","Bacteria","Shaw"
"14152","Homo_sapiens","Paraclostridium_bifermentans","Bacteria","Shaw"
"14153","Homo_sapiens","Paracoccidioides_brasiliensis","Fungus","EID2"
"14154","Homo_sapiens","Paracoccus_aminovorans","Bacteria","EID2"
"14155","Homo_sapiens","Paracoccus_marcusii","Bacteria","EID2"
"14156","Homo_sapiens","Paracoccus_marinus","Bacteria","EID2"
"14157","Homo_sapiens","Paracoccus_solventivorans","Bacteria","EID2"
"14158","Homo_sapiens","Paracoccus_yeei","Bacteria","EID2"
"14159","Homo_sapiens","Paracoccus_yeei","Bacteria","Shaw"
"14160","Homo_sapiens","Paracoccus_zeaxanthinifaciens","Bacteria","EID2"
"14161","Homo_sapiens","Paraeggerthella_hongkongensis","Bacteria","Shaw"
"14162","Homo_sapiens","Paragonimus_africanus","Helminth","EID2"
"14163","Homo_sapiens","Paragonimus_heterotremus","Helminth","EID2"
"14164","Homo_sapiens","Paragonimus_kellicotti","Helminth","EID2"
"14165","Homo_sapiens","Paragonimus_miyazakii","Helminth","EID2"
"14166","Homo_sapiens","Paragonimus_skrjabini","Helminth","EID2"
"14167","Homo_sapiens","Paragonimus_uterobilateralis","Helminth","EID2"
"14168","Homo_sapiens","Paragonimus_westermani","Helminth","EID2"
"14169","Homo_sapiens","Paraprevotella_clara","Bacteria","EID2"
"14170","Homo_sapiens","Paraprevotella_xylaniphila","Bacteria","EID2"
"14171","Homo_sapiens","Parascardovia_denticolens","Bacteria","EID2"
"14172","Homo_sapiens","Parascaris_equorum","Helminth","EID2"
"14173","Homo_sapiens","Parastrongylus_cantonensis","Helminth","EID2"
"14174","Homo_sapiens","Parasutterella_excrementihominis","Bacteria","EID2"
"14175","Homo_sapiens","Parechovirus_A","Virus","HP3"
"14176","Homo_sapiens","Parechovirus_A","Virus","EID2"
"14177","Homo_sapiens","Parechovirus_A","Virus","Shaw"
"14178","Homo_sapiens","Parechovirus_B","Virus","Shaw"
"14179","Homo_sapiens","Parengyodontium_album","Fungus","EID2"
"14180","Homo_sapiens","Parvimonas_micra","Bacteria","EID2"
"14181","Homo_sapiens","Parvimonas_micra","Bacteria","Shaw"
"14182","Homo_sapiens","Pasteurella_aerogenes","Bacteria","Shaw"
"14183","Homo_sapiens","Pasteurella_bettyae","Bacteria","Shaw"
"14184","Homo_sapiens","Pasteurella_caballi","Bacteria","Shaw"
"14185","Homo_sapiens","Pasteurella_canis","Bacteria","EID2"
"14186","Homo_sapiens","Pasteurella_canis","Bacteria","Shaw"
"14187","Homo_sapiens","Pasteurella_dagmatis","Bacteria","EID2"
"14188","Homo_sapiens","Pasteurella_dagmatis","Bacteria","Shaw"
"14189","Homo_sapiens","Pasteurella_multocida","Bacteria","EID2"
"14190","Homo_sapiens","Pasteurella_multocida","Bacteria","Shaw"
"14191","Homo_sapiens","Pasteurella_oralis","Bacteria","Shaw"
"14192","Homo_sapiens","Pasteurella_stomatis","Bacteria","EID2"
"14193","Homo_sapiens","Pasteurella_stomatis","Bacteria","Shaw"
"14194","Homo_sapiens","Patois_orthobunyavirus","Virus","Shaw"
"14195","Homo_sapiens","Patois_virus","Virus","HP3"
"14196","Homo_sapiens","Pauljensenia_hongkongensis","Bacteria","Shaw"
"14197","Homo_sapiens","Pediculus_humanus","Arthropod","EID2"
"14198","Homo_sapiens","Pediococcus_acidilactici","Bacteria","EID2"
"14199","Homo_sapiens","Pediococcus_pentosaceus","Bacteria","EID2"
"14200","Homo_sapiens","Pegivirus_A","Virus","Shaw"
"14201","Homo_sapiens","Penicillium_biourgeianum","Fungus","EID2"
"14202","Homo_sapiens","Penicillium_brevicompactum","Fungus","EID2"
"14203","Homo_sapiens","Penicillium_brocae","Fungus","EID2"
"14204","Homo_sapiens","Penicillium_chrysogenum","Fungus","EID2"
"14205","Homo_sapiens","Penicillium_citreonigrum","Fungus","EID2"
"14206","Homo_sapiens","Penicillium_citrinum","Fungus","EID2"
"14207","Homo_sapiens","Penicillium_decumbens","Fungus","EID2"
"14208","Homo_sapiens","Penicillium_griseofulvum","Fungus","EID2"
"14209","Homo_sapiens","Penicillium_raistrickii","Fungus","EID2"
"14210","Homo_sapiens","Pentatrichomonas_hominis","Protozoa","EID2"
"14211","Homo_sapiens","Pepper_mild_mottle_virus","Virus","EID2"
"14212","Homo_sapiens","Peptacetobacter_hiranonis","Bacteria","EID2"
"14213","Homo_sapiens","Peptococcus_niger","Bacteria","Shaw"
"14214","Homo_sapiens","Peptoniphilus_asaccharolyticus","Bacteria","Shaw"
"14215","Homo_sapiens","Peptoniphilus_coxii","Bacteria","Shaw"
"14216","Homo_sapiens","Peptoniphilus_duerdenii","Bacteria","Shaw"
"14217","Homo_sapiens","Peptoniphilus_gorbachii","Bacteria","EID2"
"14218","Homo_sapiens","Peptoniphilus_gorbachii","Bacteria","Shaw"
"14219","Homo_sapiens","Peptoniphilus_harei","Bacteria","Shaw"
"14220","Homo_sapiens","Peptoniphilus_indolicus","Bacteria","EID2"
"14221","Homo_sapiens","Peptoniphilus_koenoeneniae","Bacteria","Shaw"
"14222","Homo_sapiens","Peptoniphilus_olsenii","Bacteria","Shaw"
"14223","Homo_sapiens","Peptoniphilus_tyrrelliae","Bacteria","Shaw"
"14224","Homo_sapiens","Peptostreptococcus_anaerobius","Bacteria","EID2"
"14225","Homo_sapiens","Peptostreptococcus_anaerobius","Bacteria","Shaw"
"14226","Homo_sapiens","Peptostreptococcus_stomatis","Bacteria","EID2"
"14227","Homo_sapiens","Phaeoacremonium_venezuelense","Fungus","EID2"
"14228","Homo_sapiens","Phaeomyces_kuwaitiensis","Fungus","EID2"
"14229","Homo_sapiens","Phanerochaete_sordida","Fungus","EID2"
"14230","Homo_sapiens","Phaneropsolus_bonnei","Helminth","EID2"
"14231","Homo_sapiens","Phialemoniopsis_curvata","Fungus","EID2"
"14232","Homo_sapiens","Phialemonium_obovatum","Fungus","EID2"
"14233","Homo_sapiens","Phialophora_americana","Fungus","EID2"
"14234","Homo_sapiens","Phialophora_verrucosa","Fungus","EID2"
"14235","Homo_sapiens","Phocaeicola_coprocola","Bacteria","EID2"
"14236","Homo_sapiens","Phocaeicola_coprocola","Bacteria","Shaw"
"14237","Homo_sapiens","Phocaeicola_coprophilus","Bacteria","Shaw"
"14238","Homo_sapiens","Phocaeicola_dorei","Bacteria","EID2"
"14239","Homo_sapiens","Phocaeicola_dorei","Bacteria","Shaw"
"14240","Homo_sapiens","Phocaeicola_massiliensis","Bacteria","Shaw"
"14241","Homo_sapiens","Phocaeicola_plebeius","Bacteria","Shaw"
"14242","Homo_sapiens","Phocaeicola_vulgatus","Bacteria","EID2"
"14243","Homo_sapiens","Phocaeicola_vulgatus","Bacteria","Shaw"
"14244","Homo_sapiens","Photobacterium_damselae","Bacteria","EID2"
"14245","Homo_sapiens","Photobacterium_damselae","Bacteria","Shaw"
"14246","Homo_sapiens","Photorhabdus_asymbiotica","Bacteria","Shaw"
"14247","Homo_sapiens","Pichia_kudriavzevii","Fungus","EID2"
"14248","Homo_sapiens","Pichia_norvegensis","Fungus","EID2"
"14249","Homo_sapiens","Piedraia_hortae","Fungus","EID2"
"14250","Homo_sapiens","Pigmentiphaga_daeguensis","Bacteria","EID2"
"14251","Homo_sapiens","Piry_vesiculovirus","Virus","Shaw"
"14252","Homo_sapiens","Piry_virus","Virus","HP3"
"14253","Homo_sapiens","Pixuna_virus","Virus","HP3"
"14254","Homo_sapiens","Plagiorchis_muris","Helminth","EID2"
"14255","Homo_sapiens","Plasmodium_falciparum","Protozoa","EID2"
"14256","Homo_sapiens","Plasmodium_knowlesi","Protozoa","EID2"
"14257","Homo_sapiens","Plasmodium_malariae","Protozoa","EID2"
"14258","Homo_sapiens","Plasmodium_ovale","Protozoa","EID2"
"14259","Homo_sapiens","Plasmodium_simium","Protozoa","EID2"
"14260","Homo_sapiens","Plasmodium_vivax","Protozoa","EID2"
"14261","Homo_sapiens","Plesiomonas_shigelloides","Bacteria","EID2"
"14262","Homo_sapiens","Plesiomonas_shigelloides","Bacteria","Shaw"
"14263","Homo_sapiens","Pluralibacter_gergoviae","Bacteria","Shaw"
"14264","Homo_sapiens","Pneumocystis_carinii","Fungus","EID2"
"14265","Homo_sapiens","Pneumocystis_jirovecii","Fungus","EID2"
"14266","Homo_sapiens","Podospora_bulbillosa","Fungus","EID2"
"14267","Homo_sapiens","Porcine_type-C_oncovirus","Virus","EID2"
"14268","Homo_sapiens","Porphyromonas_asaccharolytica","Bacteria","EID2"
"14269","Homo_sapiens","Porphyromonas_asaccharolytica","Bacteria","Shaw"
"14270","Homo_sapiens","Porphyromonas_bennonis","Bacteria","Shaw"
"14271","Homo_sapiens","Porphyromonas_canoris","Bacteria","Shaw"
"14272","Homo_sapiens","Porphyromonas_catoniae","Bacteria","EID2"
"14273","Homo_sapiens","Porphyromonas_catoniae","Bacteria","Shaw"
"14274","Homo_sapiens","Porphyromonas_circumdentaria","Bacteria","Shaw"
"14275","Homo_sapiens","Porphyromonas_endodontalis","Bacteria","EID2"
"14276","Homo_sapiens","Porphyromonas_endodontalis","Bacteria","Shaw"
"14277","Homo_sapiens","Porphyromonas_gingivalis","Bacteria","EID2"
"14278","Homo_sapiens","Porphyromonas_gingivalis","Bacteria","Shaw"
"14279","Homo_sapiens","Porphyromonas_levii","Bacteria","Shaw"
"14280","Homo_sapiens","Porphyromonas_macacae","Bacteria","Shaw"
"14281","Homo_sapiens","Porphyromonas_somerae","Bacteria","Shaw"
"14282","Homo_sapiens","Porphyromonas_uenonis","Bacteria","EID2"
"14283","Homo_sapiens","Porphyromonas_uenonis","Bacteria","Shaw"
"14284","Homo_sapiens","Powassan_virus","Virus","HP3"
"14285","Homo_sapiens","Powassan_virus","Virus","EID2"
"14286","Homo_sapiens","Powassan_virus","Virus","Shaw"
"14287","Homo_sapiens","Prevotella_amnii","Bacteria","EID2"
"14288","Homo_sapiens","Prevotella_baroniae","Bacteria","EID2"
"14289","Homo_sapiens","Prevotella_bergensis","Bacteria","EID2"
"14290","Homo_sapiens","Prevotella_bergensis","Bacteria","Shaw"
"14291","Homo_sapiens","Prevotella_bivia","Bacteria","EID2"
"14292","Homo_sapiens","Prevotella_bivia","Bacteria","Shaw"
"14293","Homo_sapiens","Prevotella_buccae","Bacteria","EID2"
"14294","Homo_sapiens","Prevotella_buccae","Bacteria","Shaw"
"14295","Homo_sapiens","Prevotella_buccalis","Bacteria","EID2"
"14296","Homo_sapiens","Prevotella_buccalis","Bacteria","Shaw"
"14297","Homo_sapiens","Prevotella_copri","Bacteria","EID2"
"14298","Homo_sapiens","Prevotella_corporis","Bacteria","EID2"
"14299","Homo_sapiens","Prevotella_corporis","Bacteria","Shaw"
"14300","Homo_sapiens","Prevotella_dentalis","Bacteria","EID2"
"14301","Homo_sapiens","Prevotella_dentalis","Bacteria","Shaw"
"14302","Homo_sapiens","Prevotella_denticola","Bacteria","EID2"
"14303","Homo_sapiens","Prevotella_denticola","Bacteria","Shaw"
"14304","Homo_sapiens","Prevotella_disiens","Bacteria","EID2"
"14305","Homo_sapiens","Prevotella_disiens","Bacteria","Shaw"
"14306","Homo_sapiens","Prevotella_enoeca","Bacteria","Shaw"
"14307","Homo_sapiens","Prevotella_intermedia","Bacteria","EID2"
"14308","Homo_sapiens","Prevotella_intermedia","Bacteria","Shaw"
"14309","Homo_sapiens","Prevotella_loescheii","Bacteria","EID2"
"14310","Homo_sapiens","Prevotella_loescheii","Bacteria","Shaw"
"14311","Homo_sapiens","Prevotella_maculosa","Bacteria","EID2"
"14312","Homo_sapiens","Prevotella_marshii","Bacteria","EID2"
"14313","Homo_sapiens","Prevotella_melaninogenica","Bacteria","EID2"
"14314","Homo_sapiens","Prevotella_melaninogenica","Bacteria","Shaw"
"14315","Homo_sapiens","Prevotella_micans","Bacteria","EID2"
"14316","Homo_sapiens","Prevotella_multiformis","Bacteria","EID2"
"14317","Homo_sapiens","Prevotella_multiformis","Bacteria","Shaw"
"14318","Homo_sapiens","Prevotella_multisaccharivorax","Bacteria","EID2"
"14319","Homo_sapiens","Prevotella_multisaccharivorax","Bacteria","Shaw"
"14320","Homo_sapiens","Prevotella_nanceiensis","Bacteria","EID2"
"14321","Homo_sapiens","Prevotella_nigrescens","Bacteria","EID2"
"14322","Homo_sapiens","Prevotella_nigrescens","Bacteria","Shaw"
"14323","Homo_sapiens","Prevotella_oralis","Bacteria","EID2"
"14324","Homo_sapiens","Prevotella_oralis","Bacteria","Shaw"
"14325","Homo_sapiens","Prevotella_oris","Bacteria","EID2"
"14326","Homo_sapiens","Prevotella_oris","Bacteria","Shaw"
"14327","Homo_sapiens","Prevotella_oulorum","Bacteria","EID2"
"14328","Homo_sapiens","Prevotella_oulorum","Bacteria","Shaw"
"14329","Homo_sapiens","Prevotella_pallens","Bacteria","EID2"
"14330","Homo_sapiens","Prevotella_ruminicola","Bacteria","EID2"
"14331","Homo_sapiens","Prevotella_ruminicola","Bacteria","Shaw"
"14332","Homo_sapiens","Prevotella_salivae","Bacteria","EID2"
"14333","Homo_sapiens","Prevotella_stercorea","Bacteria","EID2"
"14334","Homo_sapiens","Prevotella_timonensis","Bacteria","Shaw"
"14335","Homo_sapiens","Prevotella_veroralis","Bacteria","EID2"
"14336","Homo_sapiens","Prevotella_veroralis","Bacteria","Shaw"
"14337","Homo_sapiens","Primate_bocaparvovirus_1","Virus","Shaw"
"14338","Homo_sapiens","Primate_bocaparvovirus_2","Virus","Shaw"
"14339","Homo_sapiens","Primate_erythroparvovirus_1","Virus","Shaw"
"14340","Homo_sapiens","Primate_erythroparvovirus_2","Virus","Shaw"
"14341","Homo_sapiens","Primate_protoparvovirus_1","Virus","Shaw"
"14342","Homo_sapiens","Primate_T-lymphotropic_virus_1","Virus","HP3"
"14343","Homo_sapiens","Primate_T-lymphotropic_virus_1","Virus","EID2"
"14344","Homo_sapiens","Primate_T-lymphotropic_virus_1","Virus","Shaw"
"14345","Homo_sapiens","Primate_T-lymphotropic_virus_2","Virus","HP3"
"14346","Homo_sapiens","Primate_T-lymphotropic_virus_2","Virus","EID2"
"14347","Homo_sapiens","Primate_T-lymphotropic_virus_2","Virus","Shaw"
"14348","Homo_sapiens","Primate_T-lymphotropic_virus_3","Virus","HP3"
"14349","Homo_sapiens","Primate_T-lymphotropic_virus_3","Virus","EID2"
"14350","Homo_sapiens","Primate_T-lymphotropic_virus_3","Virus","Shaw"
"14351","Homo_sapiens","Primate_tetraparvovirus_1","Virus","Shaw"
"14352","Homo_sapiens","Propionibacterium_acidifaciens","Bacteria","EID2"
"14353","Homo_sapiens","Propionibacterium_acidifaciens","Bacteria","Shaw"
"14354","Homo_sapiens","Prospect_Hill_orthohantavirus","Virus","Shaw"
"14355","Homo_sapiens","Prosthodendrium_molenkampi","Helminth","EID2"
"14356","Homo_sapiens","Proteus_mirabilis","Bacteria","EID2"
"14357","Homo_sapiens","Proteus_mirabilis","Bacteria","Shaw"
"14358","Homo_sapiens","Proteus_penneri","Bacteria","Shaw"
"14359","Homo_sapiens","Proteus_vulgaris","Bacteria","EID2"
"14360","Homo_sapiens","Proteus_vulgaris","Bacteria","Shaw"
"14361","Homo_sapiens","Prototheca_wickerhamii","Fungus","EID2"
"14362","Homo_sapiens","Prototheca_zopfii","Fungus","EID2"
"14363","Homo_sapiens","Providencia_alcalifaciens","Bacteria","EID2"
"14364","Homo_sapiens","Providencia_alcalifaciens","Bacteria","Shaw"
"14365","Homo_sapiens","Providencia_heimbachae","Bacteria","Shaw"
"14366","Homo_sapiens","Providencia_rettgeri","Bacteria","EID2"
"14367","Homo_sapiens","Providencia_rettgeri","Bacteria","Shaw"
"14368","Homo_sapiens","Providencia_stuartii","Bacteria","EID2"
"14369","Homo_sapiens","Providencia_stuartii","Bacteria","Shaw"
"14370","Homo_sapiens","Pseudallescheria_angusta","Fungus","EID2"
"14371","Homo_sapiens","Pseudallescheria_ellipsoidea","Fungus","EID2"
"14372","Homo_sapiens","Pseudescherichia_vulneris","Bacteria","Shaw"
"14373","Homo_sapiens","Pseudocowpox_virus","Virus","HP3"
"14374","Homo_sapiens","Pseudocowpox_virus","Virus","EID2"
"14375","Homo_sapiens","Pseudocowpox_virus","Virus","Shaw"
"14376","Homo_sapiens","Pseudoleptotrichia_goodfellowii","Bacteria","EID2"
"14377","Homo_sapiens","Pseudomonas_aeruginosa","Bacteria","EID2"
"14378","Homo_sapiens","Pseudomonas_aeruginosa","Bacteria","Shaw"
"14379","Homo_sapiens","Pseudomonas_alcaligenes","Bacteria","EID2"
"14380","Homo_sapiens","Pseudomonas_alcaligenes","Bacteria","Shaw"
"14381","Homo_sapiens","Pseudomonas_anguilliseptica","Bacteria","EID2"
"14382","Homo_sapiens","Pseudomonas_fluorescens","Bacteria","EID2"
"14383","Homo_sapiens","Pseudomonas_fluorescens","Bacteria","Shaw"
"14384","Homo_sapiens","Pseudomonas_fulva","Bacteria","Shaw"
"14385","Homo_sapiens","Pseudomonas_luteola","Bacteria","Shaw"
"14386","Homo_sapiens","Pseudomonas_mendocina","Bacteria","Shaw"
"14387","Homo_sapiens","Pseudomonas_meridiana","Bacteria","EID2"
"14388","Homo_sapiens","Pseudomonas_monteilii","Bacteria","EID2"
"14389","Homo_sapiens","Pseudomonas_mosselii","Bacteria","EID2"
